merchant,category,amt,gender,zip,city_pop,is_fraud,age,hour,is_weekend
fraud_Barton Inc,grocery_pos,74.06,F,10548,3487,0,24103,0,weekday
fraud_Torphy-Goyette,shopping_pos,1.6,F,34112,276002,0,33438,0,weekday
"fraud_Swaniawski, Lowe and Robel",shopping_pos,27.16,M,50598,912,0,21057,0,weekday
fraud_Bailey-Morar,grocery_pos,94.02,M,19456,737,0,14140,0,weekday
fraud_Prohaska-Murray,gas_transport,60.81,F,87117,310,0,17268,0,weekday
fraud_Funk Group,grocery_net,19.0,M,37132,158701,0,17476,0,weekday
fraud_Huel-Langworth,misc_net,9.18,F,38949,297,0,23402,0,weekday
"fraud_Moen, Reinger and Murphy",grocery_pos,81.08,M,35776,3395,0,17155,0,weekday
fraud_Auer-Mosciski,grocery_pos,56.73,M,73034,116001,0,11932,0,weekday
fraud_Harris Inc,gas_transport,56.85,M,46702,2304,0,25736,0,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,50.15,M,16878,1762,0,23261,0,weekday
fraud_Bartoletti-Wunsch,gas_transport,49.0,F,72959,2786,0,22019,0,weekday
fraud_Conroy-Cruickshank,gas_transport,44.28,M,59871,218,0,11104,0,weekday
fraud_Koss and Sons,gas_transport,42.35,F,66941,242,0,14055,0,weekday
fraud_Hudson-Grady,shopping_pos,5.72,M,59632,1939,0,21547,0,weekday
fraud_Hudson-Ratke,grocery_pos,57.28,M,25213,5512,0,16727,0,weekday
"fraud_Schumm, Bauch and Ondricka",grocery_pos,155.58,M,5155,828,0,24969,0,weekday
"fraud_Roob, Conn and Tremblay",shopping_pos,120.38,M,95629,832,0,14115,0,weekday
fraud_McCullough Group,grocery_net,32.2,M,48088,134056,0,16672,0,weekday
fraud_Auer-Mosciski,grocery_pos,79.14,F,73669,1675,0,14498,0,weekday
fraud_Barton Inc,grocery_pos,130.81,F,95528,1139,0,27388,0,weekday
"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,7.71,F,97452,1420,0,21974,0,weekday
fraud_DuBuque LLC,grocery_pos,67.81,M,10463,1382480,0,12845,0,weekday
fraud_McCullough Group,grocery_net,56.88,F,74536,1760,0,19713,0,weekday
fraud_Kilback LLC,grocery_pos,81.89,M,33809,237282,0,27847,0,weekday
fraud_Haley Group,misc_pos,31.51,M,78631,2395,0,11741,0,weekday
fraud_Collier Inc,grocery_net,50.57,M,49826,137,0,12933,0,weekday
"fraud_Raynor, Feest and Miller",gas_transport,64.63,M,12992,4778,0,26142,0,weekday
fraud_Jewess LLC,shopping_pos,51.9,M,71960,1383,0,21704,0,weekday
"fraud_Stokes, Christiansen and Sipes",grocery_net,14.37,M,99783,145,1,31473,0,weekday
"fraud_Boehm, Block and Jakubowski",misc_pos,2.71,F,98027,50489,0,15290,0,weekday
fraud_Huels-Nolan,gas_transport,70.16,F,34953,181438,0,33534,1,weekday
fraud_Schamberger-O'Keefe,grocery_pos,119.4,M,48636,864,0,30566,1,weekday
fraud_Lemke-Gutmann,shopping_net,5.94,F,85253,17047,0,33218,1,weekday
fraud_Kozey-Boehm,shopping_net,54.99,F,41254,571,0,34642,1,weekday
fraud_Kuhic LLC,shopping_net,2.69,M,52768,1426,0,25146,1,weekday
fraud_Parisian and Sons,gas_transport,60.78,F,97383,9587,0,21110,1,weekday
"fraud_Reichert, Huels and Hoppe",shopping_net,5.62,M,72524,376,0,31900,1,weekday
fraud_Harris Inc,gas_transport,53.75,F,12910,2148,0,26529,1,weekday
fraud_Ortiz Group,grocery_net,34.42,M,34112,276002,0,17174,1,weekday
"fraud_Jenkins, Hauck and Friesen",gas_transport,75.55,M,49632,1126,0,25755,1,weekday
fraud_Williamson LLC,misc_pos,32.53,M,65680,1201,0,16733,1,weekday
"fraud_Mosciski, Ziemann and Farrell",shopping_net,6.65,M,52572,1132,0,23705,1,weekday
fraud_Huel Ltd,misc_net,50.95,M,63453,519,0,21880,1,weekday
fraud_Denesik and Sons,shopping_pos,9.96,M,92128,1241364,0,24264,1,weekday
fraud_Kuhic Inc,grocery_pos,38.57,M,35229,493806,0,16617,1,weekday
"fraud_Bernhard, Grant and Langworth",shopping_pos,78.13,M,45879,6284,0,32795,1,weekday
fraud_Smitham-Schiller,grocery_net,78.03,F,64058,123373,0,12096,1,weekday
fraud_Rodriguez Group,gas_transport,57.33,M,93529,633,0,35917,1,weekday
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,69.05,F,15920,922,0,19455,1,weekday
fraud_Vandervort-Funk,grocery_pos,251.98,F,75703,144160,0,15225,1,weekday
fraud_Dooley-Thompson,misc_net,25.85,M,47434,76,0,25816,1,weekday
fraud_Roberts-Beahan,misc_pos,26.23,M,16421,2518,0,29196,1,weekday
fraud_Bins-Rice,gas_transport,66.49,F,82221,635,0,19173,1,weekday
fraud_McDermott-Weimann,grocery_pos,89.15,F,68859,509,0,16552,1,weekday
fraud_Simonis-Prohaska,misc_pos,69.31,F,49879,1038,0,22542,1,weekday
"fraud_Bernhard, Grant and Langworth",shopping_pos,140.95,M,12460,277,0,19752,1,weekday
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,55.72,F,5461,4542,0,10158,1,weekday
fraud_Huels-Nolan,gas_transport,60.33,F,57717,8007,0,31160,1,weekday
"fraud_Greenholt, O'Hara and Balistreri",shopping_net,60.11,F,41810,502,0,24084,1,weekday
"fraud_Raynor, Feest and Miller",gas_transport,88.78,M,42211,13422,0,23504,1,weekday
"fraud_Tillman, Fritsch and Schmitt",misc_net,43.15,F,67851,2691,0,11834,1,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,76.39,F,97014,1288,0,32760,1,weekday
fraud_Mohr-Bayer,shopping_net,107.76,F,87116,641349,0,21535,1,weekday
"fraud_Huel, Hammes and Witting",grocery_pos,60.23,M,82501,19408,0,11808,1,weekday
fraud_Cole PLC,grocery_pos,66.71,M,44857,23805,0,20410,1,weekday
fraud_Lebsack and Sons,misc_net,7.83,F,56592,516,0,21766,1,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,95.61,M,97210,841711,0,22926,1,weekday
fraud_Wolf Inc,grocery_pos,118.43,F,58531,307,0,34848,1,weekday
fraud_Rodriguez Group,gas_transport,43.72,M,46702,2304,0,25736,1,weekday
"fraud_Raynor, Reinger and Hagenes",gas_transport,55.74,F,68859,509,0,16552,2,weekday
fraud_Koepp-Witting,grocery_pos,109.8,M,28117,69793,0,26330,2,weekday
fraud_Jaskolski-Dibbert,grocery_net,54.19,M,37132,158701,0,17476,2,weekday
fraud_Kling Inc,gas_transport,70.01,F,73564,551,0,20193,2,weekday
"fraud_Graham, Hegmann and Hammes",food_dining,22.35,F,56549,4508,0,28019,2,weekday
fraud_Abbott-Rogahn,entertainment,75.98,F,35903,67082,0,20455,2,weekday
"fraud_Reilly, Heaney and Cole",gas_transport,63.5,M,10463,1382480,0,12845,2,weekday
fraud_Kihn Inc,shopping_pos,9.18,M,39665,1196,0,24684,2,weekday
fraud_Roob LLC,grocery_net,51.7,M,38039,1804,0,18714,2,weekday
fraud_Rau and Sons,grocery_pos,316.93,F,15665,1472,1,30989,2,weekday
"fraud_Raynor, Reinger and Hagenes",gas_transport,82.19,F,85086,1312922,0,9537,2,weekday
"fraud_Moen, Reinger and Murphy",grocery_pos,183.84,F,79772,12747,0,14129,2,weekday
"fraud_Robel, Cummerata and Prosacco",gas_transport,49.8,M,35651,1312,0,25910,2,weekday
fraud_Cole PLC,grocery_pos,215.09,F,79772,12747,0,14129,2,weekday
fraud_O'Keefe-Hudson,grocery_pos,224.03,F,28073,5621,0,19049,2,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,132.74,F,75661,2807,0,34682,2,weekday
fraud_Dibbert and Sons,entertainment,112.03,F,72959,2786,0,22019,2,weekday
fraud_Torp-Labadie,gas_transport,85.62,F,62067,2401,0,19730,2,weekday
fraud_Bailey-Morar,grocery_pos,65.39,M,35022,71463,0,13484,2,weekday
fraud_Smith-Stokes,misc_pos,7.98,F,19149,1526206,0,14983,2,weekday
"fraud_Rowe, Batz and Goodwin",grocery_pos,97.61,F,29817,4913,0,21610,2,weekday
fraud_Harris Inc,gas_transport,53.0,F,39769,1923,0,24100,2,weekday
fraud_Klein Group,entertainment,145.3,F,29170,52126,0,35203,2,weekday
"fraud_Rowe, Batz and Goodwin",grocery_pos,136.55,M,5155,828,0,24969,2,weekday
fraud_Skiles-Ankunding,grocery_net,71.73,F,38315,3876,0,23792,2,weekday
fraud_Halvorson Group,misc_pos,25.09,F,33967,224256,0,14743,2,weekday
fraud_Erdman-Kertzmann,gas_transport,66.96,F,33872,50835,0,14589,2,weekday
fraud_Marks Inc,gas_transport,67.11,F,83646,84106,0,20056,2,weekday
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,63.6,F,51521,2036,0,19866,2,weekday
"fraud_Wiza, Schaden and Stark",misc_pos,62.7,F,64058,123373,0,12096,2,weekday
fraud_Padberg-Welch,grocery_pos,197.9,F,72042,5161,0,11964,2,weekday
fraud_Prohaska-Murray,gas_transport,39.03,F,63665,241,0,18702,2,weekday
"fraud_Reilly, Heaney and Cole",gas_transport,64.2,F,65072,1847,0,13589,2,weekday
"fraud_Ferry, Lynch and Kautzer",misc_net,4.31,F,17058,1909,0,26073,2,weekday
fraud_Koepp-Parker,grocery_pos,67.53,F,32323,217,0,13134,2,weekday
fraud_Conroy-Cruickshank,gas_transport,72.42,M,6444,370,0,23341,2,weekday
fraud_Brekke and Sons,gas_transport,63.9,F,19007,21125,0,14839,2,weekday
fraud_Volkman-Predovic,shopping_net,277.4,M,52768,1426,0,25146,2,weekday
"fraud_Lockman, West and Runte",grocery_pos,75.02,M,75236,1263321,0,26767,2,weekday
fraud_Roob LLC,grocery_net,30.55,F,98233,14871,0,18933,2,weekday
fraud_Lemke-Gutmann,shopping_net,108.81,M,61477,631,0,19322,2,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,108.49,M,5486,1654,0,12762,2,weekday
fraud_Bauch-Raynor,grocery_pos,105.48,F,49895,765,0,19569,2,weekday
fraud_Padberg-Welch,grocery_pos,327.68,F,15665,1472,1,30989,2,weekday
fraud_Heidenreich PLC,grocery_pos,78.19,F,8014,504,0,16581,2,weekday
"fraud_Hayes, Marquardt and Dibbert",misc_net,5.25,F,56548,771,0,19567,2,weekday
fraud_Hudson-Grady,shopping_pos,126.41,M,15727,168,0,17264,3,weekday
fraud_Funk Group,grocery_net,91.13,M,99033,895,0,9720,3,weekday
fraud_Corwin-Collins,gas_transport,57.75,M,96727,4878,0,21587,3,weekday
fraud_Kerluke-Abshire,shopping_net,526.67,M,21524,626,0,23768,3,weekday
fraud_Cole PLC,grocery_pos,111.21,M,56152,1507,0,11777,3,weekday
"fraud_Adams, Kovacek and Kuhlman",grocery_net,23.45,M,33710,341043,0,13464,3,weekday
"fraud_Daugherty, Pouros and Beahan",shopping_pos,9.75,M,44223,47772,0,21920,3,weekday
fraud_Dare-Marvin,entertainment,44.68,M,75238,1263321,0,24302,3,weekday
"fraud_Ferry, Reichel and DuBuque",grocery_net,59.07,M,89512,276896,0,10530,3,weekday
fraud_Dach-Nader,misc_net,5.34,M,26237,571,0,21300,3,weekday
"fraud_Parisian, Schiller and Altenwerth",misc_net,55.06,F,68859,509,0,16552,3,weekday
fraud_Maggio-Fahey,misc_pos,7.58,F,68950,331,0,27537,3,weekday
fraud_Kutch and Sons,grocery_pos,89.88,F,60958,2135,0,7916,3,weekday
"fraud_Kerluke, Considine and Macejkovic",misc_net,85.27,F,7980,2307,0,20574,3,weekday
fraud_Hudson-Ratke,grocery_pos,133.72,M,67584,269,0,23070,3,weekday
"fraud_Towne, Walker and Borer",grocery_net,83.22,F,19007,21125,0,14839,3,weekday
fraud_Balistreri-Nader,misc_pos,131.29,F,77007,2906700,0,14999,3,weekday
fraud_Doyle Ltd,grocery_pos,143.26,M,13425,1970,0,27973,3,weekday
"fraud_Kutch, Steuber and Gerhold",food_dining,65.13,M,79413,254282,0,27009,3,weekday
"fraud_Rodriguez, Yost and Jenkins",misc_net,8.66,F,13647,69,0,12637,3,weekday
"fraud_Streich, Hansen and Veum",gas_transport,74.8,M,82514,1645,0,18215,3,weekday
fraud_Schmitt Inc,gas_transport,63.53,F,8014,504,0,16581,3,weekday
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,85.47,M,15923,1770,0,11355,3,weekday
fraud_Pacocha-O'Reilly,grocery_pos,248.41,F,94558,94014,0,14751,3,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,79.37,F,39840,5726,0,28638,3,weekday
fraud_Metz-Boehm,shopping_pos,9.11,M,14711,1766,0,23230,3,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,54.75,M,63453,519,0,21880,3,weekday
fraud_Kuhic Inc,grocery_pos,90.99,F,36507,19090,0,35288,3,weekday
fraud_Lemke-Gutmann,shopping_net,85.65,M,79085,53,0,12257,3,weekday
fraud_Lesch Ltd,shopping_pos,132.09,M,97813,1302,0,17980,3,weekday
fraud_Smith-Stokes,misc_pos,260.98,F,39653,2799,0,23729,3,weekday
"fraud_Stroman, Hudson and Erdman",gas_transport,67.86,F,73559,540,0,15430,3,weekday
fraud_Auer-Mosciski,grocery_pos,95.27,M,54418,1080,0,17168,3,weekday
fraud_Cummerata-Jones,gas_transport,60.39,F,54487,9594,0,10274,3,weekday
fraud_Kemmer-Reinger,grocery_net,82.59,M,36775,800,0,34082,3,weekday
fraud_Hudson-Ratke,grocery_pos,109.43,F,56546,346,0,17923,3,weekday
fraud_Kerluke-Abshire,shopping_net,99.06,M,5654,970,0,11790,3,weekday
fraud_Rempel Inc,shopping_net,31.81,F,61530,6713,0,29363,3,weekday
"fraud_Jones, Sawayn and Romaguera",misc_net,3.92,M,10463,1382480,0,12845,3,weekday
fraud_Schamberger-O'Keefe,grocery_pos,122.15,F,41254,571,0,34642,3,weekday
fraud_Lockman Ltd,grocery_pos,64.79,F,52563,1583,0,9692,3,weekday
fraud_Kuvalis Ltd,gas_transport,72.49,M,33710,341043,0,13464,3,weekday
"fraud_Kutch, Hermiston and Farrell",gas_transport,73.2,F,74536,1760,0,19713,3,weekday
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,124.88,M,15077,198,0,17242,3,weekday
fraud_Huels-Hahn,gas_transport,88.82,M,35651,1312,0,25910,3,weekday
fraud_Connelly PLC,food_dining,56.92,F,72959,2786,0,22019,3,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,56.5,F,12419,722,0,12866,3,weekday
fraud_Boyer PLC,misc_pos,58.75,M,36541,15647,0,28417,3,weekday
fraud_Prohaska-Murray,gas_transport,63.37,M,80824,207,0,25604,3,weekday
fraud_Heaney-Marquardt,entertainment,9.69,F,19310,3066,0,35607,3,weekday
fraud_Powlowski-Weimann,food_dining,32.44,F,62939,3119,0,30583,4,weekday
fraud_Rutherford-Mertz,grocery_pos,116.37,F,19310,3066,0,35607,4,weekday
fraud_Friesen Inc,shopping_pos,1.15,F,36507,19090,0,35288,4,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,220.0,F,19007,21125,0,14839,4,weekday
fraud_Rutherford-Mertz,grocery_pos,198.03,F,75452,4090,0,17824,4,weekday
fraud_Block Group,misc_pos,32.66,M,28611,885,0,13630,4,weekday
"fraud_Goyette, Howell and Collier",shopping_pos,185.44,M,74875,1165,0,29644,4,weekday
"fraud_Lehner, Reichert and Mills",misc_pos,8.29,M,80014,389246,0,20482,4,weekday
"fraud_Jenkins, Hauck and Friesen",gas_transport,39.6,M,50421,3032,0,22434,4,weekday
"fraud_Nienow, Ankunding and Collier",misc_pos,32.74,M,5084,140,0,13222,4,weekday
"fraud_Swaniawski, Bahringer and Ledner",grocery_net,47.1,F,25526,21902,0,16549,4,weekday
fraud_Jast Ltd,shopping_net,9.13,M,80736,648,0,20564,4,weekday
"fraud_Stehr, Jewess and Schimmel",misc_net,3.85,M,76008,13602,0,15163,4,weekday
fraud_Volkman PLC,food_dining,102.0,F,33620,717255,0,21665,4,weekday
fraud_Bauch-Blanda,entertainment,21.84,F,36507,19090,0,35288,4,weekday
fraud_Hudson-Ratke,grocery_pos,70.86,F,23937,1970,0,14739,4,weekday
fraud_Mohr-Bayer,shopping_net,3.81,F,98836,584,0,20749,4,weekday
fraud_Bernhard-Lesch,food_dining,138.17,M,22853,4367,0,23283,4,weekday
fraud_Balistreri-Nader,misc_pos,7.73,F,15829,1274,0,28054,4,weekday
fraud_Trantow PLC,grocery_net,74.93,M,72165,111,0,9341,4,weekday
fraud_Auer-West,shopping_net,7.73,M,49632,1126,0,25755,4,weekday
fraud_Beier LLC,entertainment,77.45,F,54981,15426,0,32678,4,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,108.73,M,79063,686,0,16599,4,weekday
fraud_Lesch Ltd,shopping_pos,5.06,F,14586,10256,0,21018,4,weekday
"fraud_Baumbach, Strosin and Nicolas",shopping_pos,7.52,F,97441,260,0,25332,4,weekday
"fraud_Lehner, Mosciski and King",misc_net,4.17,M,28372,14783,0,25631,4,weekday
fraud_Dooley-Thompson,misc_net,29.2,F,77026,2906700,0,15479,4,weekday
fraud_Stracke-Lemke,grocery_pos,99.48,M,82711,110,0,19231,4,weekday
fraud_Heidenreich PLC,grocery_pos,150.38,F,79759,23,0,20570,4,weekday
fraud_Harber Inc,gas_transport,56.79,F,11955,3285,0,13771,4,weekday
fraud_Roob LLC,grocery_net,59.43,M,33956,3776,0,18016,4,weekday
fraud_Koepp-Parker,grocery_pos,45.8,M,90650,105549,0,19102,4,weekday
fraud_O'Keefe-Hudson,grocery_pos,109.02,F,94971,337,0,26121,4,weekday
fraud_Ortiz Group,grocery_net,47.85,F,24970,4575,0,12498,4,weekday
fraud_Metz-Boehm,shopping_pos,143.22,M,58015,291,0,12672,4,weekday
fraud_Kemmer-Reinger,grocery_net,12.72,F,51006,1075,0,10599,4,weekday
"fraud_Bernhard, Grant and Langworth",shopping_pos,126.27,M,49826,137,0,12933,4,weekday
fraud_Abernathy and Sons,food_dining,122.32,M,60193,92294,0,20707,4,weekday
"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.16,M,99746,277,0,21979,4,weekday
fraud_McDermott-Weimann,grocery_pos,97.78,M,31042,1841,0,18485,4,weekday
fraud_Lynch Ltd,shopping_pos,33.54,F,64470,1631,0,26652,4,weekday
fraud_Sporer Inc,gas_transport,67.41,M,59542,192,0,22651,4,weekday
"fraud_Christiansen, Goyette and Schamberger",gas_transport,64.93,M,7747,30770,0,11943,4,weekday
"fraud_Stroman, Hudson and Erdman",gas_transport,88.48,F,39769,1923,0,24100,4,weekday
fraud_Kozey-Boehm,shopping_net,103.15,M,16362,1102,0,13334,4,weekday
fraud_Murray-Smitham,grocery_pos,118.99,F,29819,1523,0,15195,4,weekday
fraud_Mayert Group,shopping_pos,8.15,F,43330,118,0,24895,5,weekday
fraud_Murray-Smitham,grocery_pos,167.57,M,96037,308,0,24583,5,weekday
"fraud_Little, Gutmann and Lynch",shopping_net,2.77,M,16239,4172,0,23306,5,weekday
fraud_Huels-Hahn,gas_transport,84.48,F,58569,77,0,13172,5,weekday
fraud_Lynch Ltd,shopping_pos,1180.3,F,45896,2089,0,22847,5,weekday
fraud_Friesen-Stamm,gas_transport,83.47,M,14445,8019,0,35626,5,weekday
fraud_Paucek-Wiza,grocery_net,36.64,F,45896,2089,0,22847,5,weekday
fraud_Welch Inc,misc_net,6.21,F,13342,165,0,29331,5,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,224.88,F,77026,2906700,0,15479,5,weekday
fraud_Botsford Ltd,shopping_pos,8.54,F,33620,717255,0,21665,5,weekday
fraud_Cartwright-Harris,grocery_pos,146.59,F,99113,761,0,30144,5,weekday
"fraud_Morissette, Weber and Wiegand",grocery_net,53.31,M,15557,3684,0,18262,5,weekday
fraud_Friesen-Stamm,gas_transport,65.54,F,44902,92985,0,21044,5,weekday
fraud_Bruen-Yost,misc_pos,88.9,M,28901,5354,0,22186,5,weekday
fraud_Hackett-Lueilwitz,grocery_pos,99.3,F,76834,5908,0,23290,5,weekday
fraud_Heidenreich PLC,grocery_pos,219.83,F,66018,5760,0,17267,5,weekday
fraud_Harris Inc,gas_transport,54.86,F,64630,602,0,26112,5,weekday
fraud_Schmitt Inc,gas_transport,57.51,M,49632,1126,0,25755,5,weekday
fraud_Thiel PLC,misc_pos,105.39,F,33967,224256,0,14743,5,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,78.91,M,56068,1087,0,22825,5,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,190.14,F,91702,59705,0,15541,5,weekday
"fraud_Mosciski, Gislason and Mertz",grocery_pos,52.66,M,91206,172817,0,15869,5,weekday
"fraud_Schaefer, McGlynn and Bosco",gas_transport,64.26,M,83252,4154,0,23366,5,weekday
fraud_Huels-Nolan,gas_transport,77.8,F,37932,391389,0,11585,5,weekday
fraud_Cole PLC,grocery_pos,98.39,M,24878,337,0,14329,5,weekday
fraud_Cole PLC,grocery_pos,238.71,F,82901,27971,0,15136,5,weekday
fraud_Heidenreich PLC,grocery_pos,120.15,M,44223,47772,0,21920,5,weekday
"fraud_Cremin, Hamill and Reichel",misc_pos,7.61,F,85173,2872,0,13953,5,weekday
fraud_Goyette Inc,shopping_net,61.61,F,12222,151022,0,31634,5,weekday
fraud_Welch Inc,misc_net,1.61,M,16314,5507,0,19158,5,weekday
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,4.58,M,33956,3776,0,18016,5,weekday
fraud_Bartoletti-Wunsch,gas_transport,76.44,F,95567,1930,0,15551,5,weekday
fraud_Stracke-Lemke,grocery_pos,49.21,M,53061,5196,0,17519,5,weekday
fraud_Wilkinson Ltd,entertainment,177.47,F,58579,1190,0,28317,5,weekday
"fraud_Herman, Treutel and Dickens",misc_net,2.67,F,45622,321,0,17001,5,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,87.92,F,23666,136895,0,31524,5,weekday
fraud_Erdman-Kertzmann,gas_transport,43.46,F,13304,1684,0,11637,5,weekday
"fraud_Reichert, Rowe and Mraz",shopping_net,383.54,M,99746,277,0,21979,5,weekday
fraud_Heller-Langosh,gas_transport,65.5,F,50664,53,0,19454,5,weekday
fraud_Brekke and Sons,gas_transport,81.04,M,24927,365,0,20390,5,weekday
fraud_Hudson-Ratke,grocery_pos,77.66,M,44223,47772,0,21920,5,weekday
fraud_Wilkinson Ltd,entertainment,119.46,F,15449,184,0,29286,5,weekday
"fraud_Schumm, Bauch and Ondricka",grocery_pos,103.3,M,73754,1078,0,13244,5,weekday
fraud_Kerluke PLC,misc_net,11.32,M,1545,35299,0,18517,5,weekday
fraud_Jast-McDermott,shopping_pos,14.63,F,17058,1909,0,26073,6,weekday
fraud_Durgan-Auer,misc_net,5.79,F,43408,269,0,22031,6,weekday
"fraud_Labadie, Treutel and Bode",shopping_net,92.81,M,95629,832,0,14115,6,weekday
"fraud_Bernier, Volkman and Hoeger",misc_net,5.9,M,33981,79008,0,15106,6,weekday
fraud_McDermott-Weimann,grocery_pos,101.82,M,39113,595,0,16930,6,weekday
fraud_Padberg-Welch,grocery_pos,108.62,F,59448,743,0,19608,6,weekday
fraud_Wiegand-Lowe,grocery_net,53.26,F,99323,3684,0,16112,6,weekday
fraud_Schmitt Ltd,misc_net,6.28,M,15557,3684,0,18262,6,weekday
fraud_Rau and Sons,grocery_pos,110.93,M,80021,92337,0,21268,6,weekday
fraud_Heidenreich PLC,grocery_pos,196.25,F,28654,3495,0,13820,6,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,101.82,F,29809,2206,0,14254,6,weekday
fraud_Mraz-Herzog,gas_transport,43.93,F,51521,2036,0,19866,6,weekday
fraud_Goodwin-Nitzsche,grocery_pos,193.11,F,92585,54287,0,19467,6,weekday
fraud_Hintz-Bruen,grocery_net,45.84,M,90250,93193,0,11223,6,weekday
fraud_Cummerata-Jones,gas_transport,91.02,F,52760,533,0,13145,6,weekday
fraud_Conroy Ltd,shopping_pos,9.91,F,41254,571,0,34642,6,weekday
fraud_Morar Inc,grocery_net,37.82,M,35022,71463,0,13484,6,weekday
fraud_Dach-Nader,misc_net,6.24,M,3220,7430,0,25929,6,weekday
fraud_Goodwin-Nitzsche,grocery_pos,65.47,F,23937,1970,0,14739,6,weekday
fraud_Mohr-Bayer,shopping_net,78.73,M,57756,1126,0,16580,6,weekday
fraud_Shields Inc,grocery_net,59.4,F,21872,718,0,14906,6,weekday
fraud_Dooley-Thompson,misc_net,382.62,F,6782,2376,0,19271,6,weekday
fraud_Pfeffer LLC,grocery_net,34.72,M,62424,2092,0,23265,6,weekday
"fraud_Reilly, Heaney and Cole",gas_transport,53.99,M,46765,5341,0,11369,6,weekday
"fraud_Schumm, Bauch and Ondricka",grocery_pos,32.22,F,56668,136,0,9455,6,weekday
fraud_Kunze Inc,grocery_pos,114.11,F,41254,571,0,34642,6,weekday
fraud_Huels-Hahn,gas_transport,78.82,M,51453,695,0,26111,6,weekday
"fraud_Osinski, Ledner and Leuschke",grocery_pos,145.85,F,75858,43,0,27856,6,weekday
"fraud_Schultz, Simonis and Little",grocery_pos,66.27,F,33417,459921,0,23950,6,weekday
fraud_Stark-Batz,entertainment,150.12,M,60193,92294,0,20707,6,weekday
"fraud_Streich, Hansen and Veum",gas_transport,84.24,M,75236,1263321,0,26767,6,weekday
"fraud_Quitzon, Green and Bashirian",shopping_pos,2.68,M,56019,914,0,29752,6,weekday
fraud_Heidenreich PLC,grocery_pos,46.43,M,35049,3996,0,17741,6,weekday
"fraud_Connelly, Reichert and Fritsch",gas_transport,64.44,F,87543,247,0,23453,6,weekday
"fraud_Adams, Kovacek and Kuhlman",grocery_net,51.15,F,62075,3458,0,14642,6,weekday
"fraud_Robel, Cummerata and Prosacco",gas_transport,82.0,M,92210,4677,0,25816,6,weekday
fraud_Luettgen PLC,gas_transport,43.08,F,46946,136,0,26594,6,weekday
"fraud_Reilly, Heaney and Cole",gas_transport,60.19,F,56548,771,0,19567,6,weekday
fraud_Kutch Group,grocery_net,54.59,F,12986,6120,0,17989,6,weekday
fraud_Heidenreich PLC,grocery_pos,78.22,F,21872,718,0,14906,6,weekday
fraud_Kerluke PLC,misc_net,4.79,M,37754,4729,0,15971,6,weekday
"fraud_Morissette, Weber and Wiegand",grocery_net,113.63,M,87533,18408,0,19533,6,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,68.64,M,11957,743,0,20931,6,weekday
fraud_Jaskolski-Vandervort,misc_net,190.85,F,56117,399,0,17788,6,weekday
fraud_Jaskolski-Dibbert,grocery_net,45.8,F,49101,3104,0,16357,6,weekday
fraud_Bailey-Morar,grocery_pos,105.68,F,43160,22305,0,31718,7,weekday
"fraud_Monahan, Bogisich and Ledner",misc_pos,4.29,M,10504,7987,0,22579,7,weekday
"fraud_Bernhard, Grant and Langworth",shopping_pos,135.13,M,54441,828,0,12562,7,weekday
fraud_Auer-Mosciski,grocery_pos,203.27,F,83646,84106,0,20056,7,weekday
fraud_McGlynn-Heathcote,misc_net,104.71,M,15324,632,0,13425,7,weekday
fraud_Heller-Langosh,gas_transport,73.02,F,56549,4508,0,28019,7,weekday
"fraud_Yost, Block and Koepp",misc_pos,1.21,M,37849,25459,0,20775,7,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,143.71,F,97441,260,0,25332,7,weekday
"fraud_Goldner, Kovacek and Abbott",grocery_pos,102.18,F,16839,489,0,25318,7,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,26.91,F,28073,5621,0,19049,7,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,103.06,F,64874,760,0,14741,7,weekday
